image_id,x,y,width,height
9220,161,104,134,149
9221,104,86,207,226
9222,54,57,381,230
9223,140,166,180,244
9224,86,29,374,312
9225,38,72,264,163
9226,150,100,258,182
9227,27,112,395,220
9228,134,119,239,255
9229,148,36,174,242
9230,2,157,309,295
9231,164,90,233,162
9232,159,93,331,206
9233,155,87,292,221
9234,146,140,338,235
9235,182,65,255,210
9236,135,153,279,132
9237,149,66,286,164
9238,83,89,325,208
9239,48,98,265,198
9240,94,111,387,198
9241,60,84,413,177
9242,164,170,229,138
9243,229,113,247,180
9244,155,55,203,176
9245,94,75,307,290
9246,72,88,334,192
9247,70,104,205,370
9248,215,127,109,126
9249,163,111,136,129
9250,22,85,274,240
9251,36,85,394,212
9252,168,98,270,176
9253,186,58,293,186
9254,92,42,280,284
9255,138,41,203,237
9256,105,145,189,183
9257,104,159,359,191
9258,45,76,270,116
9259,2,2,192,224
9260,16,29,483,216
9261,167,95,300,201
9262,91,54,304,205
9263,198,57,261,225
9264,67,42,217,133
9265,139,117,242,162
9266,54,69,253,193
9267,51,57,262,267
9268,226,126,189,147
9269,48,55,282,177
9270,44,86,246,140
9271,133,97,346,196
9272,180,130,254,142
9273,202,116,256,180
9274,193,181,169,204
9275,129,92,293,151
9276,203,51,140,152
9277,88,119,387,204
9278,138,117,308,207
9279,23,32,364,327
9280,92,100,264,174
9281,159,36,231,329
9282,48,42,208,116
9283,46,55,435,175
9284,11,42,447,279
9285,158,119,246,134
9286,65,92,353,213
9287,183,119,274,188
9288,171,29,316,256
9289,0,97,324,186
9290,97,117,126,104
9291,71,74,281,254
9292,280,93,119,144
9293,123,125,346,191
9294,71,115,406,233
9295,73,177,249,150
9296,74,81,343,237
9297,167,173,300,205
9298,242,114,132,192
9299,105,13,293,317
9300,56,104,401,206
9301,6,84,388,181
9302,56,90,388,251
9303,86,86,391,244
9304,153,31,230,181
9305,198,76,172,209
9306,100,109,236,329
9307,56,129,264,178
9308,122,75,224,239
9309,213,56,183,112
9310,117,142,168,255
9311,51,80,354,206
9312,163,171,181,156
9313,23,66,297,229
9314,57,49,253,236
9315,68,117,271,183
9316,161,74,215,269
9317,165,139,155,188
9318,24,98,360,248
9319,22,104,275,185
9320,33,109,363,207
9321,90,24,354,303
9322,37,43,290,433
9323,170,73,163,233
9324,22,46,268,234
9325,45,52,402,270
9326,50,60,250,200
9327,153,104,335,180
9328,147,52,211,204
9329,76,76,335,245
9330,97,151,243,114
9331,205,125,136,118
9332,35,75,262,204
9333,140,71,339,217
9334,29,74,304,397
9335,98,62,328,210
9336,155,148,277,225
9337,188,102,231,200
9338,175,107,320,184
9339,209,146,159,114
9340,67,46,376,310
9341,149,70,220,253
9342,138,79,262,213
9343,230,40,102,239
9344,138,18,295,217
9345,68,125,241,159
9346,51,89,353,257
9347,79,4,251,431
9348,152,110,157,101
9349,31,26,316,463
9350,169,79,265,176
9351,20,46,446,258
9352,28,67,446,367
9353,88,19,340,264
9354,54,74,342,269
9355,50,59,277,174
9356,72,123,198,136
9357,88,120,366,199
9358,129,125,189,154
9359,41,121,255,129
9360,166,89,247,209
9361,170,79,227,234
9362,20,98,337,159
9363,128,63,224,295
9364,78,93,251,170
9365,75,53,311,275
9366,45,58,380,236
9367,103,96,396,237
9368,156,43,204,255
9369,117,85,336,117
9370,97,129,223,121
9371,28,82,377,373
9372,156,72,216,296
9373,84,69,197,128
9374,105,35,387,203
9375,50,68,379,256
9376,258,84,176,125
9377,53,126,304,217
9378,74,95,369,166
9379,1,10,468,320
9380,217,20,215,255
9381,168,27,183,290
9382,155,92,165,176
9383,13,25,398,209
9384,30,9,382,388
9385,212,117,180,175
9386,150,151,241,290
9387,12,76,406,245
9388,99,42,323,306
9389,15,72,306,225
9390,85,70,390,257
9391,71,138,330,176
9392,46,87,252,332
9393,140,47,316,249
9394,169,93,264,204
9395,102,100,350,129
9396,52,43,322,438
9397,114,122,244,120
9398,102,101,165,298
9399,130,96,281,183
9400,59,57,202,360
9401,18,31,301,233
9402,136,78,277,182
9403,143,78,192,164
9404,113,58,174,342
9405,227,98,240,200
9406,82,78,265,175
9407,89,86,243,245
9408,237,81,128,220
9409,112,80,195,206
9410,213,83,232,226
9411,96,196,133,159
9412,45,116,271,180
9413,213,100,179,141
9414,92,111,267,219
9415,15,69,246,341
9416,160,150,310,218
9417,180,145,175,158
9418,142,125,203,307
9419,167,56,159,217
9420,177,137,103,123
9421,35,154,264,259
9422,92,224,166,169
9423,102,86,223,195
9424,195,92,107,164
9425,178,127,230,163
9426,61,87,140,251
9427,132,67,367,265
9428,6,138,329,235
9429,62,97,309,276
9430,140,103,283,194
9431,97,122,287,211
9432,49,74,217,312
9433,68,91,375,204
9434,186,54,250,160
9435,175,109,241,206
9436,124,102,264,197
9437,124,113,343,224
9438,166,120,186,144
9439,1,40,472,291
9440,122,97,212,259
9441,136,131,226,297
9442,145,135,149,122
9443,71,202,174,168
9444,184,91,270,180
9445,103,93,221,187
9446,108,151,222,155
9447,222,150,214,137
9448,240,103,103,130
9449,108,193,118,146
9450,169,112,258,154
9451,18,284,252,120
9452,48,30,374,455
9453,201,142,131,116
9454,99,123,240,209
9455,34,116,311,241
9456,140,65,153,167
9457,304,99,169,117
9458,56,109,245,154
9459,144,74,183,232
9460,154,108,142,100
9461,179,102,165,206
9462,167,60,168,209
9463,1,114,439,241
9464,12,72,389,370
9465,0,73,461,261
9466,122,79,138,126
9467,59,72,404,221
9468,114,134,226,153
9469,209,136,174,134
9470,89,122,177,183
9471,23,117,321,194
9472,81,116,142,350
9473,120,74,228,197
9474,50,34,403,262
9475,38,63,269,267
9476,83,130,279,193
9477,141,141,152,104
9478,24,99,331,167
9479,182,119,181,107
9480,213,47,236,249
9481,136,108,202,123
9482,27,44,285,261
9483,84,72,316,141
9484,9,112,266,306
9485,161,128,277,177
9486,53,23,356,323
9487,31,31,412,242
9488,128,145,169,128
9489,179,137,258,191
9490,279,159,116,128
9491,62,63,312,158
9492,131,56,288,232
9493,101,98,139,301
9494,168,80,139,144
9495,91,57,174,352
9496,144,171,223,127
9497,38,41,381,451
9498,153,168,281,130
9499,57,60,442,241
9500,167,135,121,115
9501,181,148,174,162
9502,115,144,179,146
9503,190,117,164,119
9504,131,45,292,377
9505,53,40,419,346
9506,100,71,118,233
9507,222,129,172,169
9508,181,97,169,138
9509,105,82,298,214
9510,77,116,243,208
9511,67,84,234,158
9512,203,110,296,126
9513,126,81,203,150
9514,1,129,370,351
9515,206,136,209,169
9516,266,100,121,160
9517,60,96,338,161
9518,224,104,180,141
9519,193,137,242,134
9520,123,43,189,205
9521,3,29,465,423
9522,53,63,165,152
9523,62,59,310,218
9524,143,57,248,187
9525,84,125,325,222
9526,174,95,102,148
9527,168,128,216,125
9528,164,92,202,234
9529,40,47,435,235
9530,139,103,216,191
9531,41,62,366,235
9532,102,100,361,276
9533,191,120,209,130
9534,163,103,221,135
9535,0,106,357,227
9536,26,175,376,149
9537,189,50,199,204
9538,56,129,357,200
9539,186,95,287,198
9540,52,83,424,222
9541,230,93,164,137
9542,41,115,251,238
9543,164,79,138,121
9544,2,50,329,254
9545,238,96,146,170
9546,191,80,195,194
9547,53,156,268,197
9548,54,137,223,113
9549,140,144,125,137
9550,120,159,187,110
9551,30,40,398,251
9552,0,83,343,202
9553,167,121,186,127
9554,54,161,221,249
9555,0,79,414,328
9556,27,58,455,219
9557,231,222,159,151
9558,43,64,429,326
9559,245,57,140,159
9560,139,149,235,217
9561,183,118,151,131
9562,167,120,299,149
9563,118,114,267,142
9564,109,137,124,220
9565,76,173,210,107
9566,86,75,308,134
9567,63,70,337,302
9568,244,163,167,101
9569,115,68,280,207
9570,162,137,199,246
9571,24,63,286,378
9572,47,151,300,137
9573,20,49,463,270
9574,45,184,420,147
9575,164,109,129,157
9576,218,132,225,169
9577,10,10,302,319
9578,144,100,193,187
9579,118,135,234,188
9580,1,126,409,246
9581,240,74,111,114
9582,17,85,331,205
9583,14,128,347,217
9584,109,38,348,186
9585,139,122,179,260
9586,163,187,155,134
9587,91,35,385,321
9588,39,116,241,235
9589,36,93,250,196
9590,192,14,206,325
9591,40,88,329,190
9592,116,105,221,196
9593,47,30,187,159
9594,67,63,235,221
9595,225,83,201,233
9596,148,127,145,125
9597,89,81,243,106
9598,10,17,189,164
9599,144,82,247,163
9600,63,56,327,209
9601,48,92,416,311
9602,74,83,377,266
9603,31,65,226,135
9604,26,115,197,217
9605,116,77,208,173
9606,159,124,318,157
9607,95,73,382,175
9608,41,106,351,183
9609,114,94,202,145
9610,170,94,268,129
9611,110,90,181,145
9612,41,59,428,222
9613,5,15,131,133
9614,46,144,252,189
9615,32,62,297,291
9616,184,125,287,209
9617,27,85,290,204
9618,24,27,135,165
9619,20,15,218,140
9620,165,13,320,295
9621,221,73,222,191
9622,137,129,166,107
9623,93,57,391,229
9624,26,114,208,130
9625,199,114,259,166
9626,171,112,238,172
9627,1,26,168,122
9628,145,65,185,204
9629,41,67,304,349
9630,112,110,178,166
9631,155,82,235,273
9632,80,63,281,162
9633,30,131,347,205
9634,48,128,233,157
9635,61,51,244,176
9636,72,75,262,202
9637,140,68,198,216
9638,157,75,312,180
9639,171,91,316,207
9640,55,120,296,185
9641,87,70,147,111
9642,103,80,261,208
9643,58,74,225,145
9644,39,133,407,188
9645,17,23,223,254
9646,19,132,251,258
9647,54,60,343,203
9648,109,130,329,278
9649,25,63,284,180
9650,191,107,242,139
9651,40,97,426,339
9652,185,105,223,166
9653,27,47,339,222
9654,154,7,288,257
9655,57,105,341,332
9656,120,179,196,140
9657,73,121,241,187
9658,74,149,271,167
9659,40,64,283,193
9660,152,139,202,110
9661,174,121,219,191
9662,125,78,221,210
9663,111,128,139,118
9664,242,148,184,119
9665,62,41,437,279
9666,105,72,152,213
9667,79,180,358,243
9668,199,69,246,161
9669,172,59,235,236
9670,74,136,311,202
9671,24,38,465,291
9672,176,100,274,195
9673,20,52,354,153
9674,166,111,138,138
9675,101,58,359,262
9676,40,180,263,126
9677,147,60,251,191
9678,141,132,338,144
9679,32,106,346,311
9680,23,122,476,209
9681,136,93,250,196
9682,214,135,258,180
9683,101,169,141,125
9684,31,85,412,229
9685,85,54,374,228
9686,99,74,330,166
9687,37,83,339,219
9688,131,61,303,242
9689,66,38,362,275
9690,144,97,222,115
9691,107,126,177,173
9692,157,60,258,271
9693,17,82,329,212
9694,117,270,202,206
9695,19,46,412,309
9696,100,69,361,217
9697,56,271,161,176
9698,103,102,171,207
9699,199,102,279,184
9700,142,69,137,186
9701,166,115,179,138
9702,2,54,373,445
9703,236,95,238,139
9704,159,54,132,212
9705,172,135,241,125
9706,93,130,244,368
9707,170,184,158,124
9708,200,130,176,102
9709,181,118,116,108
9710,13,141,320,171
9711,127,114,192,302
9712,48,81,282,132
9713,78,150,237,203
9714,113,90,199,248
9715,69,37,299,190
9716,20,9,317,218
9717,91,68,254,161
9718,126,162,129,122
9719,158,88,212,171
9720,51,63,340,242
9721,131,133,234,123
9722,52,81,228,134
9723,79,15,364,346
9724,88,126,201,129
9725,43,190,218,181
9726,89,158,239,112
9727,91,97,253,145
9728,60,105,274,165
9729,16,82,433,249
9730,168,61,145,242
9731,93,86,332,276
9732,48,87,420,374
9733,202,102,208,137
9734,179,39,152,163
9735,20,46,222,212
9736,16,15,114,120
9737,136,85,340,188
9738,65,59,154,244
9739,56,84,196,186
9740,22,42,173,124
9741,13,25,190,165
9742,154,132,169,150
9743,52,53,157,130
9744,124,66,163,188
9745,94,99,172,151
9746,48,15,314,212
9747,158,101,118,114
9748,161,108,111,122
9749,209,79,230,202
9750,45,18,188,213
9751,164,136,289,198
9752,21,106,397,339
9753,153,74,315,172
9754,40,77,246,248
9755,171,167,187,121
9756,182,73,283,153
9757,53,96,241,168
9758,164,66,294,223
9759,31,69,161,110
9760,137,106,364,234
9761,69,148,238,223
9762,35,16,162,101
9763,42,79,294,214
9764,29,39,219,296
9765,29,83,371,234
9766,137,135,270,152
9767,249,77,177,186
9768,89,59,194,173
9769,84,96,249,188
9770,201,97,198,208
9771,82,92,196,380
9772,152,86,231,124
9773,55,75,330,229
9774,64,169,307,142
9775,59,63,338,194
9776,164,103,335,177
9777,104,69,348,258
9778,163,121,169,122
9779,164,68,170,196
9780,223,46,246,147
9781,79,128,309,204
9782,27,151,297,161
9783,170,72,232,178
9784,208,97,229,140
9785,90,133,349,272
9786,183,133,249,192
9787,165,137,218,136
9788,57,116,276,383
9789,31,126,282,124
9790,137,188,121,273
9791,78,105,268,175
9792,94,23,266,289
9793,16,81,412,251
9794,161,112,249,113
9795,69,149,210,130
9796,13,43,216,146
9797,75,126,308,183
9798,128,110,174,145
9799,108,48,391,285
9800,5,89,430,225
9801,181,121,273,165
9802,294,145,148,111
9803,103,80,337,219
9804,42,21,382,324
9805,105,126,373,201
9806,179,147,137,213
9807,111,51,354,412
9808,160,140,184,118
9809,56,96,311,163
9810,161,62,295,260
9811,216,145,238,194
9812,72,185,167,126
9813,259,123,132,186
9814,127,110,173,145
9815,110,65,336,203
9816,76,96,251,148
9817,112,102,365,234
9818,42,62,289,417
9819,18,94,279,190
9820,170,104,235,200
9821,159,171,133,161
9822,86,158,214,152
9823,92,57,366,320
9824,81,60,232,217
9825,67,78,224,106
9826,113,67,299,231
9827,135,37,224,311
9828,84,106,210,181
9829,85,129,234,163
9830,0,117,331,324
9831,50,65,320,200
9832,107,68,312,155
9833,131,126,239,132
9834,94,11,154,224
9835,72,151,214,183
9836,91,97,186,349
9837,103,162,129,101
9838,85,115,271,122
9839,0,73,382,266
9840,53,86,317,223
9841,140,9,149,299
9842,161,72,205,213
9843,167,79,219,155
9844,70,101,280,184
9845,16,90,340,197
9846,124,95,190,146
9847,126,83,335,242
9848,46,21,433,339
9849,142,60,203,213
9850,72,25,369,286
9851,17,27,472,269
9852,309,177,163,123
9853,194,72,162,194
9854,30,77,295,193
9855,186,147,143,110
9856,89,83,327,236
9857,174,81,190,181
9858,221,128,193,157
9859,85,81,199,375
9860,133,97,343,231
9861,62,100,283,211
9862,213,69,211,233
9863,220,35,187,259
9864,112,107,273,158
9865,39,108,290,166
9866,54,28,183,140
9867,67,39,312,217
9868,103,86,337,219
9869,82,186,212,193
9870,29,17,416,218
9871,38,32,439,283
9872,70,63,428,304
9873,32,131,345,207
9874,23,121,284,200
9875,272,149,182,100
9876,42,1,417,284
9877,91,62,383,252
9878,149,112,340,244
9879,159,76,278,194
9880,66,49,209,221
9881,2,15,324,238
9882,21,10,388,321
9883,128,143,310,196
9884,134,99,202,217
9885,82,13,319,289
9886,16,23,325,157
9887,1,0,422,359
9888,2,144,306,319
9889,0,135,340,248
9890,105,92,219,226
9891,102,93,390,238
9892,59,96,324,177
9893,133,145,302,191
9894,113,19,262,274
9895,102,131,199,142
9896,214,121,208,150
9897,8,20,464,338
9898,78,66,398,215
9899,39,64,284,239
9900,30,65,204,240
9901,106,34,259,315
9902,39,201,210,233
9903,74,26,395,293
9904,62,22,427,400
9905,72,75,267,172
9906,55,77,420,269
9907,60,85,243,195
9908,157,156,278,224
9909,228,75,215,161
9910,123,61,294,249
9911,108,133,251,147
9912,139,98,324,182
9913,82,59,283,249
9914,118,138,150,147
9915,14,136,364,154
9916,10,119,382,207
9917,41,107,403,158
9918,193,60,216,199
9919,35,95,343,259
9920,20,91,368,146
9921,110,61,206,123
9922,169,109,263,180
9923,104,136,198,167
9924,107,128,379,218
9925,61,100,371,247
9926,161,82,206,299
9927,79,88,283,240
9928,124,63,300,235
9929,123,94,282,181
9930,135,92,169,333
9931,203,71,253,186
9932,150,32,235,279
9933,110,86,333,203
9934,142,77,295,283
9935,203,154,289,145
9936,97,99,365,207
9937,27,83,363,229
9938,105,166,161,236
9939,55,79,215,333
9940,117,68,339,182
9941,110,56,151,202
9942,20,67,432,266
9943,129,102,287,203
9944,197,96,228,216
9945,118,121,210,161
9946,49,93,288,159
9947,48,68,238,245
9948,38,60,450,229
9949,16,169,356,212
9950,177,69,288,226
9951,30,30,435,286
9952,194,29,228,299
9953,21,86,375,213
9954,58,69,420,236
9955,72,84,374,120
9956,37,45,396,327
9957,70,78,214,185
9958,174,95,307,187
9959,153,131,196,106
9960,32,65,309,282
9961,21,81,386,235
9962,210,29,241,302
9963,207,133,163,161
9964,70,120,325,289
9965,271,96,122,152
9966,46,64,360,311
9967,148,116,158,103
9968,121,110,142,133
9969,188,80,163,126
9970,146,100,222,211
9971,69,42,222,439
9972,117,183,141,178
9973,106,104,330,160
9974,226,67,196,259
9975,204,150,128,129
9976,165,65,306,276
9977,171,80,192,309
9978,235,75,157,216
9979,220,56,141,218
9980,235,146,221,165
9981,166,20,316,222
9982,128,101,136,143
9983,83,79,221,159
9984,37,17,175,212
9985,163,124,204,156
9986,168,65,301,229
9987,39,23,370,350
9988,120,66,192,328
9989,13,65,407,195
9990,90,23,235,273
9991,131,89,153,108
9992,116,76,334,185
9993,48,100,254,191
9994,116,29,353,301
9995,51,51,235,322
9996,36,117,276,157
9997,4,16,480,354
9998,19,26,325,323
9999,41,65,346,193
10000,9,55,263,210
10001,70,46,293,244
10002,20,13,113,122
10003,36,108,313,191
10004,127,10,231,305
10005,252,94,184,146
10006,95,0,281,395
10007,23,119,250,282
10008,192,127,119,154
10009,67,69,181,401
10010,130,81,231,184
10011,46,92,339,379
10012,83,184,172,242
10013,54,128,237,165
10014,55,120,372,189
10015,142,118,178,134
10016,193,145,105,105
10017,103,112,243,186
10018,27,102,240,376
10019,53,87,215,369
10020,1,55,359,318
10021,76,133,271,157
10022,157,108,310,152
10023,173,93,158,285
10024,86,147,233,102
10025,47,72,196,202
10026,147,73,293,254
10027,105,76,172,334
10028,15,34,350,359
10029,176,81,315,215
10030,136,51,267,236
10031,233,45,228,247
10032,131,83,348,225
10033,168,79,267,310
10034,26,98,319,287
10035,187,117,203,189
10036,191,245,205,145
10037,38,54,336,229
10038,80,89,239,216
10039,55,71,340,249
10040,150,55,336,275
10041,255,30,179,162
10042,104,21,322,244
10043,102,21,268,231
10044,60,88,306,200
10045,109,122,144,104
10046,18,38,462,279
10047,101,95,149,282
10048,46,120,279,180
10049,130,114,351,212
10050,159,98,144,113
10051,188,112,219,159
10052,38,44,351,255
10053,5,91,425,230
10054,17,148,254,299
10055,205,114,279,196
10056,166,10,244,317
10057,141,87,182,159
10058,114,120,238,121
10059,49,77,306,280
10060,163,88,167,116
10061,134,68,235,234
10062,76,67,323,223
10063,45,133,366,275
10064,268,130,124,120
10065,179,79,295,190
10066,26,42,408,252
10067,176,41,211,185
10068,161,35,134,270
10069,199,43,147,203
10070,143,119,245,145
10071,193,120,190,135
10072,69,152,161,248
10073,135,48,243,255
10074,13,87,412,258
10075,149,126,299,184
10076,134,80,180,135
10077,78,102,212,139
10078,196,145,136,124
10079,179,128,265,148
10080,49,219,162,175
10081,139,112,141,132
10082,86,72,234,179
10083,128,76,155,255
10084,23,157,167,152
10085,30,81,397,202
10086,72,105,183,136
10087,20,50,479,319
10088,148,142,187,208
10089,60,87,235,146
10090,199,82,172,179
10091,41,100,312,171
10092,194,111,156,153
10093,0,50,307,385
10094,108,181,115,116
10095,61,213,220,199
10096,99,130,197,182
10097,165,113,147,158
10098,59,87,255,173
10099,166,72,247,164
10100,118,206,230,108
10101,163,77,264,184
10102,81,81,200,139
10103,42,82,301,150
10104,146,104,306,208
10105,52,39,391,257
10106,138,120,233,128
10107,151,104,205,143
10108,31,76,429,275
10109,228,68,228,134
10110,79,95,308,167
10111,178,78,257,218
10112,46,67,359,245
10113,194,75,145,211
10114,188,165,187,117
10115,157,80,307,231
10116,108,79,236,219
10117,187,139,232,235
10118,74,76,222,178
10119,181,94,249,192
10120,134,69,296,194
10121,75,46,244,196
10122,129,123,330,176
10123,25,69,308,246
10124,162,163,168,184
10125,149,106,290,141
10126,108,102,211,121
10127,54,94,234,146
10128,273,50,133,255
10129,52,68,383,366
10130,46,142,269,225
10131,40,48,432,300
10132,95,70,389,207
10133,36,71,319,330
10134,69,105,426,179
10135,217,69,273,221
10136,166,82,238,158
10137,14,104,377,235
10138,133,156,145,145
10139,104,128,268,197
10140,268,103,185,126
10141,39,72,293,180
10142,189,199,267,127
10143,143,81,291,197
10144,116,123,112,139
10145,185,118,193,119
10146,63,85,358,203
10147,234,137,189,121
10148,37,100,457,256
10149,292,98,163,126
10150,168,116,208,171
10151,46,130,284,136
10152,142,37,235,218
10153,165,176,186,199
10154,131,50,330,203
10155,197,99,247,188
10156,178,74,284,234
10157,298,110,199,177
10158,198,197,187,157
10159,106,80,241,261
10160,40,58,160,155
10161,181,73,151,140
10162,81,47,235,266
10163,106,166,166,223
10164,60,57,347,208
10165,122,52,375,188
10166,8,45,484,309
10167,78,101,246,116
10168,12,20,337,209
10169,36,174,230,171
10170,49,21,149,252
10171,92,102,264,135
10172,83,148,183,113
10173,46,76,287,226
10174,79,46,353,313
10175,42,68,375,263
10176,31,42,317,396
10177,226,126,101,127
10178,9,184,310,183
10179,206,81,210,204
10180,71,160,301,238
10181,127,103,243,144
10182,79,116,329,174
10183,229,111,208,146
10184,107,84,278,180
10185,140,136,219,142
10186,181,79,185,111
10187,92,98,194,135
10188,90,67,272,397
10189,139,78,280,275
10190,93,41,335,289
10191,174,82,160,170
10192,202,119,203,119
10193,95,94,234,206
10194,127,21,169,244
10195,41,74,458,342
10196,70,103,242,211
10197,56,70,330,221
10198,63,189,287,225
10199,123,149,188,133
10200,94,106,254,197
10201,70,108,243,182
10202,108,50,291,320
10203,64,102,328,223
10204,231,44,158,298
10205,47,45,341,276
10206,38,97,340,322
10207,220,143,231,227
10208,176,121,129,136
10209,143,91,219,227
10210,140,110,236,200
10211,133,61,228,202
10212,152,123,119,181
10213,179,104,200,224
10214,54,31,368,315
10215,70,64,410,299
10216,73,137,265,257
10217,33,72,324,315
10218,114,87,271,170
10219,120,90,263,181
10220,157,78,284,226
10221,100,36,138,341
10222,40,89,253,321
10223,197,107,165,118
10224,51,51,135,153
10225,183,172,133,147
10226,109,94,254,155
10227,128,71,271,222
10228,156,95,299,259
10229,94,64,283,200
10230,14,127,305,338
10231,174,107,188,152
10232,183,61,285,255
10233,209,126,233,136
10234,114,215,150,119
10235,163,74,167,189
10236,140,103,280,200
10237,192,83,173,191
10238,224,125,193,190
10239,143,105,240,155
10240,7,28,392,305
10241,150,52,260,224
10242,19,117,209,231
10243,118,137,348,274
10244,155,88,190,192
10245,56,122,209,163
10246,44,162,305,208
10247,71,54,214,400
10248,27,112,261,169
10249,190,170,166,120
10250,22,41,332,288
10251,57,85,329,224
10252,134,115,349,244
10253,133,114,282,142
10254,168,58,287,227
10255,80,90,219,188
10256,157,76,128,151
10257,80,133,198,162
10258,221,47,244,197
10259,212,89,155,214
10260,61,109,383,243
10261,172,114,213,119
10262,94,84,301,234
10263,13,95,381,360
10264,69,81,368,207
10265,209,107,199,134
10266,211,75,165,122
10267,35,72,306,326
10268,140,223,357,176
10269,102,13,282,334
10270,67,66,255,236
10271,80,73,301,246
10272,162,54,267,271
10273,15,146,246,227
10274,237,51,167,129
10275,112,146,193,232
10276,39,72,240,131
10277,65,86,323,226
10278,42,84,343,304
10279,237,148,261,172
10280,196,97,220,169
10281,32,34,439,451
10282,181,86,145,135
10283,103,111,333,234
10284,57,66,313,232
10285,93,36,363,256
10286,109,121,268,174
10287,39,100,256,186
10288,148,40,276,251
10289,12,133,362,239
10290,20,122,329,235
10291,152,162,251,121
10292,121,84,312,205
10293,87,54,376,228
10294,59,95,433,277
10295,55,11,318,292
10296,13,81,318,249
10297,29,34,374,236
10298,97,130,230,127
10299,129,221,262,180
10300,112,106,223,184
10301,11,121,271,124
10302,23,25,354,167
10303,120,128,342,196
10304,83,140,316,209
10305,115,53,354,206
10306,103,59,279,390
10307,144,65,325,275
10308,142,100,189,226
10309,115,68,192,235
10310,137,78,287,284
10311,148,125,157,167
10312,166,119,256,191
10313,140,104,208,178
10314,123,67,376,254
10315,96,123,221,140
10316,152,111,309,169
10317,18,24,441,296
10318,195,111,185,163
10319,140,125,315,145
10320,61,111,289,172
10321,191,57,231,293
10322,142,111,345,202
10323,127,3,203,263
10324,159,104,309,220
10325,110,45,231,402
10326,104,73,344,219
10327,121,118,138,290
10328,46,89,264,205
10329,248,146,149,171
10330,271,120,158,188
10331,92,18,298,324
10332,151,69,181,194
10333,207,161,167,102
10334,45,198,352,165
10335,109,95,166,215
10336,106,108,227,148
10337,134,124,289,142
10338,209,155,239,128
10339,72,75,312,247
10340,151,56,157,338
10341,151,95,158,121
10342,46,108,386,291
10343,163,79,195,168
10344,20,92,399,192
10345,28,26,382,294
10346,43,168,193,131
10347,126,71,366,253
10348,56,12,154,412
10349,82,69,294,236
10350,1,28,454,313
10351,164,107,186,177
10352,16,82,299,315
10353,73,43,365,255
10354,161,156,145,106
10355,66,54,369,260
10356,115,93,319,229
10357,183,117,302,203
10358,99,49,204,221
10359,150,90,153,151
10360,132,73,172,162
10361,216,111,229,209
10362,95,61,333,323
10363,204,123,134,173
10364,202,135,191,133
10365,49,43,427,271
10366,88,55,236,296
10367,172,72,299,204
10368,132,41,216,289
10369,121,111,338,184
10370,94,65,376,195
10371,88,47,390,291
10372,91,41,309,207
10373,55,156,418,187
10374,168,116,105,105
10375,164,92,303,185
10376,25,129,319,218
10377,74,75,345,196
10378,31,80,141,106
10379,83,52,390,283
10380,58,140,395,268
10381,101,248,215,145
10382,160,84,333,232
10383,68,104,212,111
10384,108,132,193,154
10385,77,96,376,324
10386,65,138,218,342
10387,138,104,180,114
10388,144,95,234,175
10389,130,102,307,234
10390,42,97,312,164
10391,13,61,368,252
10392,181,142,268,171
10393,196,127,103,314
10394,182,64,247,186
10395,255,113,100,143
10396,134,69,191,170
10397,184,92,251,163
10398,45,138,304,155
10399,54,80,404,263
10400,82,90,382,283
10401,175,59,284,140
10402,210,89,249,138
10403,247,91,179,140
10404,132,104,201,125
10405,123,126,220,143
10406,63,118,261,154
10407,194,95,111,138
10408,98,79,245,134
10409,132,80,112,172
10410,115,79,227,190
10411,140,119,269,357
10412,77,78,266,381
10413,80,98,220,165
10414,194,143,178,115
10415,165,118,210,140
10416,49,94,401,180
10417,126,29,291,447
10418,37,20,456,334
10419,86,54,194,186
10420,283,76,176,243
10421,60,43,312,263
10422,25,50,374,222
10423,46,23,301,247
10424,149,110,250,170
10425,141,70,321,234
10426,83,134,200,152
10427,183,65,214,213
10428,36,18,137,114
10429,16,23,457,329
10430,36,30,243,372
10431,0,54,424,317
10432,148,166,228,190
10433,167,126,125,128
10434,144,233,121,173
10435,19,77,299,421
10436,130,101,241,234
10437,16,3,295,295
10438,22,18,466,355
10439,15,22,341,469
10440,12,14,424,260
10441,105,70,249,181
10442,40,88,185,265
10443,82,78,276,170
10444,30,41,345,197
10445,101,56,153,246
10446,41,70,393,260
10447,35,124,327,123
10448,183,112,191,199
10449,109,109,348,181
10450,149,121,144,153
10451,51,13,305,172
10452,90,79,196,180
10453,42,109,343,277
10454,202,36,181,211
10455,108,90,229,193
10456,36,84,295,254
10457,254,128,171,153
10458,39,23,439,367
10459,217,114,162,114
10460,172,171,160,100
10461,148,111,278,365
10462,161,114,242,239
10463,165,102,194,128
10464,138,56,248,229
10465,23,13,298,152
10466,26,98,316,230
10467,161,120,245,168
10468,8,81,351,174
10469,161,140,163,223
10470,127,174,210,177
10471,165,14,181,294
10472,217,82,131,162
10473,24,85,269,309
10474,105,57,328,264
10475,81,75,260,190
10476,35,85,291,195
10477,118,133,192,272
10478,20,25,312,184
10479,75,60,285,207
10480,99,128,162,226
10481,2,90,420,281
10482,40,10,316,280
10483,100,104,177,213
10484,136,110,247,150
10485,265,144,113,132
10486,59,127,245,278
10487,190,51,131,227
10488,82,102,302,152
10489,107,90,187,137
10490,41,38,317,307
